topic,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
Hazard,-0.00045337300197389595,0.9735994315839758,0.0460341773063259,1.040853629558262,162.0
Impacts,-0.49357021817644353,0.9205699387555513,0.0299624542027313,0.902218059594622,30.0
Mitigation,0.1842724843207925,0.8672097094202309,-0.06728819672646495,0.8191619977678493,69.0
