0,1,2,3,4,word,summary
67388.03125130161,22.240241375884363,0.00017368092940085733,-6.867654062922036e-05,6.661338147750939e-16,summaryOfAllWords,57308.42140106473
52.75286328016826,-36.969004748637076,-0.23166440676317335,0.023311688182129815,2.5979218776228663e-14,Guatemala,76.2009715167675
281.3668787222231,-178.3907797460922,0.20861386618127103,-0.018918799630329858,-3.441691376337985e-14,Der,345.0218682390698
-6.857606856780199,-0.08050723095455448,-0.016850080790474696,0.05432046974884523,1.5765166949677223e-14,guatemala der,6.1001765180508745
1257.0381340445488,-781.9814580367769,1.651608321409275,-0.25294325313403293,-2.6501023597802487e-13,Vulkan,1492.3048470301815
203.36196160199077,-130.13815356518919,0.03804366611800883,0.04024317358904242,-3.3306690738754696e-16,der vulkan,253.2988509406106
10.163303619485179,-10.61176932486201,-0.14733271606745696,0.07012132169440011,3.1530333899354446e-14,brodelt,26.115447035860992
-7.367604309990856,0.2347755257723474,-0.005031034162813405,0.0509088248962514,1.3766765505351941e-14,vulkan brodel+t,5.500609921101885
1.4316407294563316,-5.209138510748769,-0.1018977927565046,0.08405915628044026,3.108624468950438e-14,Zeit,15.847584715340963
-8.47111269529173,0.9164984237363392,0.028511733797723857,0.04082089794349544,7.993605777301127e-15,brodel+t zeit,4.203555112829644
-8.740837069997282,1.0829608214655817,0.03911697626873095,0.03749089822244798,6.106226635438361e-15,kreisförmig,3.8866147013579226
-8.740837069997282,1.0829608214655817,0.03911697626873095,0.03749089822244798,6.106226635438361e-15,zeit kreisförmig,3.8866147013579226
-4.177366151562117,-1.7376566478500806,-0.08815133143150468,0.04431511852422783,1.9761969838327786e-14,premium,9.251245388044136
-8.993739644174925,1.2389432044326187,0.05028946774742157,0.03390287859201009,4.107825191113079e-15,kreisförmig premium,3.5894942657533906
-9.117907942589461,1.3154823326187286,0.05628940557732948,0.03194092471495154,2.9976021664879227e-15,Ruinen,3.443640072155599
-9.117907942589461,1.3154823326187286,0.05628940557732948,0.03194092471495154,2.9976021664879227e-15,premium ruine+n,3.443640072155599
-8.993739644174925,1.2389432044326187,0.05028946774742157,0.03390287859201009,4.107825191113079e-15,präkolumbischen,3.5894942657533906
-8.993739644174925,1.2389432044326187,0.05028946774742157,0.03390287859201009,4.107825191113079e-15,ruine+n präkolumbisch+en,3.5894942657533906
-7.6644102298412795,0.41821291109766623,0.002757157003029337,0.048622552064655544,1.2434497875801753e-14,Großstadt,5.151704238830864
-8.662891939709112,1.0348662539365319,0.03592470365527688,0.038500872621513915,6.661338147750939e-15,präkolumbisch+en großstadt,3.978198991617692
-8.256817374996219,0.7841846445640748,0.020890978282122455,0.04317012595706796,9.325873406851315e-15,Regenwald,4.455396072990257
-8.256817374996219,0.7841846445640748,0.020890978282122455,0.04317012595706796,9.325873406851315e-15,großstadt regen+wald,4.455396072990257
10.773790800248824,-10.989394742844551,-0.12799920107981055,0.08495621544295329,3.352873534367973e-14,aktive,26.83330924978128
-7.367604309990856,0.2347755257723474,-0.005031034162813405,0.0509088248962514,1.3766765505351941e-14,regen+wald aktiv+e,5.500609921101885
54.08754597769212,-37.787868572942465,-0.1296718511305331,0.08469598628094618,3.219646771412954e-14,Vulkane,77.76693892498022
3.2887273467519513,-6.357945964489181,-0.10893619724403242,0.0795078871354188,3.064215547965432e-14,aktiv+e vulkan+e,18.03127075514312
-7.882149937279095,0.5527542765297908,0.008980612230749058,0.04677230900491344,1.1324274851176597e-14,bunte,4.895760185873371
-7.882149937279095,0.5527542765297908,0.008980612230749058,0.04677230900491344,1.1324274851176597e-14,vulkan+e bunt+e,4.895760185873371
-8.256817374996219,0.7841846445640748,0.020890978282122455,0.04317012595706796,9.325873406851315e-15,Kolonialstädte,4.455396072990257
-8.256817374996219,0.7841846445640748,0.020890978282122455,0.04317012595706796,9.325873406851315e-15,bunt+e kolonialstädte,4.455396072990257
-8.090925861713151,0.6817277109053941,0.01541330828420999,0.04483704972116993,1.021405182655144e-14,kolonialstädte guatemala,4.650368715297306
-8.977898068084777,1.2291759562406324,0.04954994109644781,0.03414298191467068,4.218847493575595e-15,besitzt,3.6081037930979285
-8.977898068084777,1.2291759562406324,0.04954994109644781,0.03414298191467068,4.218847493575595e-15,guatemala besitz+t,3.6081037930979285
-7.823668369267399,0.5166213411423719,0.007262949763470347,0.04728510238614951,1.1546319456101628e-14,Geschichte,4.964501307341059
-9.216873962347094,1.3764615336018264,0.061348159807901426,0.03026718720139441,2.1094237467877974e-15,besitz+t geschichte,3.3274031988001314
-9.34504334320023,1.4553969234169672,0.06830386944925804,0.027936075118903097,8.881784197001252e-16,Geologie,3.1768870849705486
-9.34504334320023,1.4553969234169672,0.06830386944925804,0.027936075118903097,8.881784197001252e-16,geschichte geologie,3.1768870849705486
-9.406657247074785,1.4933257799809276,0.07182484530997785,0.026742740824646668,2.220446049250313e-16,Zentralamerikas,3.1045398853896327
-9.406657247074785,1.4933257799809276,0.07182484530997785,0.026742740824646668,2.220446049250313e-16,geologie zentralamerika+s,3.1045398853896327
-9.4968607318147,1.5488313755119172,0.07720622557972562,0.024901325786078704,-7.771561172376096e-16,bieten,2.998634995084241
-9.4968607318147,1.5488313755119172,0.07720622557972562,0.024901325786078704,-7.771561172376096e-16,zentralamerika+s biet+en,2.998634995084241
-9.565187052103578,1.5908552986594269,0.08147505813782058,0.023425352764485888,-1.5543122344752192e-15,Schwitzend,2.918426059479956
-9.607959866224668,1.6171530606128546,0.08423774669480333,0.02246287723103027,-1.9984014443252818e-15,plagen,2.8682197855769753
