,summary,Mitigation,Impacts,Hazard,word
werd+en mehr,2.7607204871970037,0.02596777334229644,0.14125186991004676,-0.0746401223223733,werd+en mehr
mehr detail+s,2.7771600706787085,0.026145140671703954,0.1402580806947328,-0.07435794522782968,mehr detail+s
kommenden,2.8314462500532636,0.026714459660735365,0.13703798129376196,-0.07344286542773353,kommenden
detail+s komm+end+en,2.8314462500532636,0.026714459660735365,0.13703798129376196,-0.07344286542773353,detail+s komm+end+en
DLCs,2.8725300482855225,0.027129323159125612,0.13466169841046355,-0.07276683524369,DLCs
komm+end+en dlc+s,2.8725300482855225,0.027129323159125612,0.13466169841046355,-0.07276683524369,komm+end+en dlc+s
enthüllt,3.9687591410349836,-0.017728762114484046,0.04130242273203654,-0.0016491063263276752,enthüllt
dlc+s enthüll+t,2.8948187176147133,0.027348884599840462,0.13339362958515913,-0.0724058244640396,dlc+s enthüll+t
Erweiterungen,2.987018365839866,0.02821830996073228,0.12829869836767127,-0.07095354297261171,Erweiterungen
mit erweiterung+en,2.987018365839866,0.02821830996073228,0.12829869836767127,-0.07095354297261171,mit erweiterung+en
erweiterung+en anno,3.1045398853896327,0.029243310628994906,0.12213320662574763,-0.06919232928349774,erweiterung+en anno
117 könn+t,3.1768870849705486,0.02983245022539156,0.1185067484863697,-0.06815451554276204,117 könn+t
könn+t spiel,3.3274031988001314,0.03096736320677349,0.11133818346120262,-0.06609902062789078,könn+t spiel
spiel neu+e,3.443640072155599,0.031768940506558874,0.1061202429188248,-0.0645996028381063,spiel neu+e
Features,3.5202345722581923,0.03226528680786599,0.10282058906327088,-0.06365006303615223,Features
neu+e feature+s,3.5202345722581923,0.03226528680786599,0.10282058906327088,-0.06365006303615223,neu+e feature+s
bereichern,3.688568569497721,0.03327671512902535,0.09592333247368892,-0.061661989638491024,bereichern
feature+s bereicher+n,3.688568569497721,0.03327671512902535,0.09592333247368892,-0.061661989638491024,feature+s bereicher+n
Eines,4.011453656006443,0.034958330202305064,0.08389021031324657,-0.05818377889600528,Eines
davon,7.713390903191248,0.04380159944119407,0.0031065543718943565,-0.034675113380615366,davon
ein+es davon,4.248248320207818,0.036015829868021064,0.07591747751339567,-0.055873136076588836,ein+es davon
davon aktiv+er,5.35102949446917,0.039633999535371785,0.045711324579916765,-0.04708696402330811,davon aktiv+er
2026,8.82454059418017,0.04498964636440077,-0.011197270183378481,-0.030524712224857826,2026
erste,10.987929005162151,0.024225398931126237,-0.05323018046272853,-0.0001255183286687802,erste
2026 erst+e,4.248248320207818,0.036015829868021064,0.07591747751339567,-0.055873136076588836,2026 erst+e
erst+e jahr,4.011453656006443,0.034958330202305064,0.08389021031324657,-0.05818377889600528,erst+e jahr
jungen,3.5894942657533906,0.032694057411975896,0.09992582376769575,-0.06281619832446307,jungen
jahr jung+en,3.5894942657533906,0.032694057411975896,0.09992582376769575,-0.06281619832446307,jahr jung+en
jung+en geschichte,3.473083826021404,0.031962597678245226,0.10483925121432765,-0.06423109523891873,jung+en geschichte
geschichte anno,3.2827779089161733,0.030642906962137593,0.11341302586357656,-0.06669449349223279,geschichte anno
117 wi…,3.127454584895572,0.029433191496789433,0.1209711893424292,-0.06885993596914927,117 wi…
+4875,3.0898656108055116,0.02912006595934216,0.12288403115896326,-0.0694070253308713,+4875
wi… +4875,3.0898656108055116,0.02912006595934216,0.12288403115896326,-0.0694070253308713,wi… +4875
+4875 char+s,3.0484678435565895,0.02876524801738949,0.1250309463633123,-0.07002059727169434,+4875 char+s
philippinen vulkan,23.17117452243728,0.03856154956665781,-0.10784139860590926,0.0063978975803968595,philippinen vulkan
vulkan kanlaon,5.8372653350893415,-0.01939621770336743,-0.01711520483208312,0.019836763161163416,vulkan kanlaon
kanlaon philippinen,7.459204537286126,-0.023495256289052687,-0.05214229449417368,0.03411928253792636,kanlaon philippinen
philippinen aus+ge+brech+en,4.765369021739332,-0.18406378543973456,-0.12770630852975226,0.1530899232766601,philippinen aus+ge+brech+en
Wegen,43.82501941932348,0.008615433315547816,-0.11027539473396254,0.029340299456780804,Wegen
aus+ge+brech+en wegen,4.916496919613397,-0.09881618121938765,-0.06062562195120698,0.08592250669487964,aus+ge+brech+en wegen
erneuten,5.974328637735109,-0.0959868551349306,-0.08641231755955776,0.09178208389787709,erneuten
wegen erneut+en,5.974328637735109,-0.0959868551349306,-0.08641231755955776,0.09178208389787709,wegen erneut+en
erneut+en vulkan+ausbruch+s,9.028004097246212,-0.11016330817357252,-0.15125735833967927,0.11822058153403002,erneut+en vulkan+ausbruch+s
vulkan+ausbruch+s gelt,5.20281801908781,-0.09004691019905069,-0.06161249660485421,0.08080730570099129,vulkan+ausbruch+s gelt
gelt philippinisch+en,4.474062638407389,-0.08266880281613388,-0.03240362269907864,0.06721372037451345,gelt philippinisch+en
philippinisch+en insel,6.451178074072799,-0.009013564356349183,-0.037100250040710187,0.019042124069385043,philippinisch+en insel
zweithöchste,8.318384770250319,-0.04164821546192039,-0.15610998695550243,0.07706602877785386,zweithöchste
negro+s zweithöchst+e,3.887898844949393,0.021703592411328236,-0.04134897471478427,-0.0021496965347421646,negro+s zweithöchst+e
zweithöchst+e warn+stufe,7.105316040409218,0.16361202462289762,-0.24184350874633367,-0.05830994490154083,zweithöchst+e warn+stufe
Castellana,3.7804313170656485,-0.008186894400513721,0.005878976691316049,0.003960449599487645,Castellana
stadt castellana,3.7804313170656485,-0.008186894400513721,0.005878976691316049,0.003960449599487645,stadt castellana
gab,13.351132831307163,0.032426976376072884,-0.06795380386753788,-0.0015473997849963731,gab
castellana geb,3.8771833826232704,-0.03085472642131421,0.02282818559000474,0.014297747036371324,castellana geb
geb asche+regen,3.993499386051016,-0.03395583988065612,0.02670024178844027,0.015124119312935782,geb asche+regen
erneuter,4.488920958113249,-0.01908978384751919,0.020811863797855393,0.0066338833200862675,erneuter
ein erneut+er,4.488920958113249,-0.01908978384751919,0.020811863797855393,0.0066338833200862675,ein erneut+er
erneut+er ausbruch,5.036162468844132,-0.008493488977538176,0.012823444870584708,0.001763743922325596,erneut+er ausbruch
vulkan+s kanlaon,5.5623245162284345,0.0009068714535734468,0.006984196498118429,-0.0031002952564381644,vulkan+s kanlaon
"2,5",3.8877518832628515,-0.04712569158921713,0.02010607476650283,0.026542801060884094,"2,5"
"philippinen 2,5",3.8877518832628515,-0.04712569158921713,0.02010607476650283,0.026542801060884094,"philippinen 2,5"
"2,5 kilo+meter",3.966116330169453,-0.050827225782330177,0.013716616580190348,0.031252766425720856,"2,5 kilo+meter"
asche+wolke verursach+t,4.81237205701324,-0.012036618358092898,0.016397795236103425,0.0030896451792433634,asche+wolke verursach+t
vulkan insel,7.715237104885027,-0.014163275823878413,-0.04801857954204627,0.026252029878557473,vulkan insel
negro+s brech,4.183285840762772,-0.006985010476517695,0.04194686963442386,-0.009749703546195972,negro+s brech
brech zweit+en,3.903676224056915,-0.011206684942376734,0.049449396726719594,-0.009381815983940252,brech zweit+en
mal innerhalb,3.673154966123035,-0.014955782848614083,0.056388603120054864,-0.009185747226371199,mal innerhalb
innerhalb woche,3.4600145865676506,-0.01857357816257735,0.06361077455263119,-0.009219033887329645,innerhalb woche
mittelschw…,3.3972806126231303,-0.0196495095847674,0.06592031683794913,-0.009294864604190059,mittelschw…
woche mittelschw…,3.3972806126231303,-0.0196495095847674,0.06592031683794913,-0.009294864604190059,woche mittelschw…
mittelschw… +780,3.2828255541949973,-0.021601170242024483,0.07039306486301365,-0.009545946765510273,mittelschw… +780
Erdbeben,24.845924784468743,0.0339489729287097,-0.11756674325500405,0.012869179069909234,Erdbeben
lässt,16.47693723366815,0.006176843461405978,-0.10863865732588254,0.030604684910331963,lässt
erdbeben lass+st,3.844882926992092,-0.07413735280921976,-0.0005164269814768988,0.051499424809179184,erdbeben lass+st
lass+st teneriffa,3.9607045381319343,-0.07590649740316013,-0.006978217668073517,0.054760294842628295,lass+st teneriffa
erzittern,4.2055450496050915,-0.07933210869163952,-0.01970906595740141,0.06107013949936456,erzittern
teneriffa erzitter+n,4.2055450496050915,-0.07933210869163952,-0.01970906595740141,0.06107013949936456,teneriffa erzitter+n
Droht,4.60047829582483,-0.08410907607390145,-0.037978118190307816,0.06986568967898897,Droht
erzitter+n droh+t,4.60047829582483,-0.08410907607390145,-0.037978118190307816,0.06986568967898897,erzitter+n droh+t
Urlaubsziel,5.20281801908781,-0.09004691019905069,-0.06161249660485421,0.08080730570099129,Urlaubsziel
droh+t urlaub+s+ziel,5.20281801908781,-0.09004691019905069,-0.06161249660485421,0.08080730570099129,droh+t urlaub+s+ziel
urlaub+s+ziel vulkan+ausbruch,9.028004097246212,-0.11016330817357252,-0.15125735833967927,0.11822058153403002,urlaub+s+ziel vulkan+ausbruch
2021,11.688079147898005,-0.039742454848091205,-0.11697114890752178,0.0647963548981737,2021
2021 brech,4.85786217834186,-0.0868183726588149,-0.04862781339063431,0.07485583731494244,2021 brech
Palma,12.301655654985982,-0.0798870323410755,-0.1582525997600336,0.1019001279657228,Palma
brech palma,5.546859561572363,-0.04506703904445335,-0.032251230928564995,0.042551827139055254,brech palma
palma vulkan,8.11654986485804,-0.00373716577112747,-0.044831215937234194,0.01777065153394663,palma vulkan
nun rumor+t,4.931395553449371,-0.03646852637205675,-0.008034112777860352,0.028749947732431985,nun rumor+t
rumor+t teneriffa,4.271351521125762,-0.044489847587768215,0.007067388884452948,0.02918858758029583,rumor+t teneriffa
wie experte+n,3.891668996580509,-0.04813273664030791,0.019099029715412046,0.027577766678072775,wie experte+n
Lage,3.6747036871504832,-0.04955153084809822,0.02759150406798007,0.025616585307217568,Lage
experte+n lage,3.6747036871504832,-0.04955153084809822,0.02759150406798007,0.025616585307217568,experte+n lage
einschätzen,3.6075064789697993,-0.04985726483543914,0.030513555418989896,0.024810023052353105,einschätzen
lage ein+schätz+en,3.6075064789697993,-0.04985726483543914,0.030513555418989896,0.024810023052353105,lage ein+schätz+en
ein+schätz+en urlauber,3.39582936207249,-0.050310229195651396,0.04076575306411527,0.021525935160414872,ein+schätz+en urlauber
Kurz,4.8957491806026106,-0.023395783635706432,0.00418492966075468,0.015472386492683485,Kurz
kurz halb,3.152782103368195,-0.04966347154933044,0.05482548809159083,0.016069455421903144,kurz halb
eins,5.697482740739364,-0.08848854193031598,-0.07334049084243043,0.08333628617812014,eins
halb ein+s,3.126061982296342,-0.04950268525980588,0.056542059725512524,0.01533982509819894,halb ein+s
mittags,3.100784502676083,-0.04933263033584235,0.0581997449154957,0.014623469897131995,mittags
ein+s mittags,3.100784502676083,-0.04933263033584235,0.0581997449154957,0.014623469897131995,ein+s mittags
begann,3.06302933655902,-0.049045225712965025,0.060738433649025564,0.013504757926842099,begann
mittags beginn,3.06302933655902,-0.049045225712965025,0.060738433649025564,0.013504757926842099,mittags beginn
wackeln,4.361312297105261,-0.012239024415406587,0.031031828316507398,-0.001948756222239853,wackeln
beginn wackel+n,3.0077592685921593,-0.0485497075870568,0.06459484322301215,0.011757482651481367,beginn wackel+n
Wohnungen,5.87654443650862,-0.09152327970920567,-0.08027964796530462,0.08725661691900431,Wohnungen
schwankten,2.9279129269187862,-0.0476687860263844,0.07047409872275374,0.008989600084280276,schwankten
wohnung+en schwank+ten,2.9279129269187862,-0.0476687860263844,0.07047409872275374,0.008989600084280276,wohnung+en schwank+ten
Stühle,2.8931346764267816,-0.04722108308444511,0.07315412179591012,0.007688736033278639,Stühle
schwank+ten stuhl+e,2.8931346764267816,-0.04722108308444511,0.07315412179591012,0.007688736033278639,schwank+ten stuhl+e
Gläser,2.869625057898973,-0.046895584790958476,0.07500832958232896,0.0067750864632392035,Gläser
stuhl+e glas+er,2.869625057898973,-0.046895584790958476,0.07500832958232896,0.0067750864632392035,stuhl+e glas+er
klirrten,2.850157230760191,-0.046611792071592544,0.0765702948002018,0.0059970312878604515,klirrten
glas+er klirr+ten,2.850157230760191,-0.046611792071592544,0.0765702948002018,0.0059970312878604515,glas+er klirr+ten
klirr+ten viel+e,2.823960527457899,-0.04620914516237802,0.07871079827536653,0.004918618603712557,klirr+ten viel+e
bewohner tourist+en,2.7787512885135097,-0.045456865461013435,0.08251173974413945,0.0029700992497978286,bewohner tourist+en
spürten,2.7570411882933517,-0.04506913327998045,0.08438637150885223,0.001993796346370706,spürten
tourist+en spür+ten,2.7570411882933517,-0.04506913327998045,0.08438637150885223,0.001993796346370706,tourist+en spür+ten
Boden,6.730634392194036,0.018958061848682792,-0.0022408430693874643,-0.013421858387778797,Boden
spür+ten boden,2.7229506895394233,-0.04442470116996752,0.08739647808360597,0.0004057554671568321,spür+ten boden
boden mehrere,2.7116792777234613,-0.044201897826213817,0.08840990664072759,-0.00013442082728821748,boden mehrere
Sekunden,2.6972107043725724,-0.04390869644216508,0.08972426572240474,-0.0008390571954037177,Sekunden
mehrere sekunde+n,2.6972107043725724,-0.04390869644216508,0.08972426572240474,-0.0008390571954037177,mehrere sekunde+n
vibrierte,2.6816475943548213,-0.04358418352386429,0.09115515219520318,-0.0016113018576392351,vibrierte
sekunde+n vibrier+te,2.6816475943548213,-0.04358418352386429,0.09115515219520318,-0.0016113018576392351,sekunde+n vibrier+te
der erdbeben,2.657240874794656,-0.04305594420583825,0.09343535372229891,-0.0028527821928655208,der erdbeben
Stä…,2.637485626721048,-0.042610831491655975,0.09531392767182635,-0.003885421690561661,Stä…
erdbeben stä…,2.637485626721048,-0.042610831491655975,0.09531392767182635,-0.003885421690561661,erdbeben stä…
+4347,2.628766923489716,-0.042409327204867286,0.09615252085607348,-0.004349207659754165,+4347
stä… +4347,2.628766923489716,-0.042409327204867286,0.09615252085607348,-0.004349207659754165,stä… +4347
+4347 char+s,2.6202843239328297,-0.04221027784665475,0.0969740524767767,-0.00480522335031301,+4347 char+s
Klage,4.003802579602475,-0.07653917750438721,-0.00930741114866737,0.055926023810481756,Klage
erfolgreich,4.435564550663369,-0.08221445700172333,-0.030657220529502097,0.06637718843473714,erfolgreich
klage erfolgreich,4.435564550663369,-0.08221445700172333,-0.030657220529502097,0.06637718843473714,klage erfolgreich
Versichert,5.124428176588623,-0.089349523940713,-0.05877961682379444,0.0795211359095025,Versichert
erfolgreich versicher+t,5.124428176588623,-0.089349523940713,-0.05877961682379444,0.0795211359095025,erfolgreich versicher+t
versicher+t vulkan+ausbruch,9.028004097246212,-0.11016330817357252,-0.15125735833967927,0.11822058153403002,versicher+t vulkan+ausbruch
vulkan+ausbruch zwei,5.2870926415560655,-0.09077480210416898,-0.06458628625821493,0.08215016602681888,vulkan+ausbruch zwei
Mie­te­r,7.792051886473888,-0.10562790159294926,-0.12954566336110232,0.10971339534243135,Mie­te­r
zwei mie­te­r,7.792051886473888,-0.10562790159294926,-0.12954566336110232,0.10971339534243135,zwei mie­te­r
in­nen,6.9668133047074585,-0.10181708064636277,-0.11203338789352009,0.10260371889779886,in­nen
mie­te­r in­n+en,6.9668133047074585,-0.10181708064636277,-0.11203338789352009,0.10260371889779886,mie­te­r in­n+en
erhalten,7.484272531490046,-0.07599781240132963,-0.09859082593562656,0.08291566607895968,erhalten
in­n+en erhalt+en,6.522267952020657,-0.0994065886619747,-0.10127616620139411,0.09812224658230949,in­n+en erhalt+en
erhalt+en deutsch+e,5.797246400171671,-0.09475441343140205,-0.0811640895176085,0.0895015199622118,erhalt+en deutsch+e
Wohnen,5.5290912562758265,-0.09274845071128673,-0.07273910333160838,0.08579379868261217,Wohnen
deutsch+e wohn+en,5.5290912562758265,-0.09274845071128673,-0.07273910333160838,0.08579379868261217,deutsch+e wohn+en
Geld,5.35462877196235,-0.09134249179948521,-0.06691779374517781,0.08319780537688606,Geld
wohn+en geld,5.35462877196235,-0.09134249179948521,-0.06691779374517781,0.08319780537688606,wohn+en geld
geld zurück,5.24417376684768,-0.0904068690861682,-0.06308091655078928,0.08147132299037575,geld zurück
diese wohnung+en,4.773309603115743,-0.08595924948824665,-0.045227110583538774,0.07327314990263936,diese wohnung+en
überteuerte,4.589255300208945,-0.08398430475159854,-0.037492858418528806,0.06963593396071623,überteuerte
wohnung+en überteuert+e,4.589255300208945,-0.08398430475159854,-0.037492858418528806,0.06963593396071623,wohnung+en überteuert+e
Versicherung,4.464281121933202,-0.08255408118131588,-0.03196211630568623,0.06700249587697041,Versicherung
überteuert+e versicherung,4.464281121933202,-0.08255408118131588,-0.03196211630568623,0.06700249587697041,überteuert+e versicherung
abgeschlossen,4.346107570378945,-0.0811286506396173,-0.026506679968346294,0.06437804888666623,abgeschlossen
versicherung ab+ge+schließ+en,4.346107570378945,-0.0811286506396173,-0.026506679968346294,0.06437804888666623,versicherung ab+ge+schließ+en
mehr ...,3.4873669556809626,-0.06794689478602049,0.02153231478329799,0.04006973675160937,mehr ...
Ätna-Region,4.236844352531239,0.03596782905302585,0.07628674468352817,-0.05598025326522294,Ätna-Region
ätna+-+region erdbeben,4.398756503721527,0.03662423840381827,0.07117284076078191,-0.054496036790991846,ätna+-+region erdbeben
erdbeben sizilien,4.597634906886115,0.03736270598230831,0.06524642110249006,-0.05277407198290092,erdbeben sizilien
sizilien schule+n,4.807037765821655,0.03806984286710729,0.05938677671523013,-0.05106974059242912,sizilien schule+n
schule+n ge+schließ+en,4.992881803920003,0.03864471792055173,0.05448025916115448,-0.049641497395055745,schule+n ge+schließ+en
Umgebung,10.708637983955917,0.039587130776503415,-0.03679377505941979,-0.017407097338566203,Umgebung
ge+schließ+en umgebung,5.6263366694005015,0.04030492846333316,0.03950980775512819,-0.0452793361874777,ge+schließ+en umgebung
umgebung europa+s,8.470398188091979,0.044643958204639324,-0.006915181947884507,-0.03176558477774516,umgebung europa+s
größtem,9.586616892976457,0.045650091809925686,-0.01967378294692727,-0.028073268736412884,größtem
groß aktiv+en,11.637767352870908,0.047019262958699334,-0.03860680816401288,-0.022626637417825474,groß aktiv+en
aktiv+en vulkan,37.4683805214,0.0397680565956851,-0.14185559890189542,0.015764262447220158,aktiv+en vulkan
vulkan mehrere,9.972106347382113,0.04594750809254685,-0.023624518555182022,-0.026933193221166586,vulkan mehrere
mehrere beben,8.702045193479918,0.04487315184500477,-0.009742736491288428,-0.03094603731273093,mehrere beben
gemessen,8.071856907024012,0.04421975870767472,-0.0017975288936826642,-0.03325048258639908,gemessen
beben ge+mess+en,8.071856907024012,0.04421975870767472,-0.0017975288936826642,-0.03325048258639908,beben ge+mess+en
Sicherheitshalber,7.3300104874389245,0.04330972004054921,0.008705946071792005,-0.03630346041103959,Sicherheitshalber
findet,6.4836487473512685,0.04201787163584675,0.022615075801405822,-0.040354142798956036,findet
sicherheitshalber find+et,6.4836487473512685,0.04201787163584675,0.022615075801405822,-0.040354142798956036,sicherheitshalber find+et
Unterricht,6.100176518050873,0.04131284401771936,0.029765800372297136,-0.042438527561854435,Unterricht
find+et unterricht,6.100176518050873,0.04131284401771936,0.029765800372297136,-0.042438527561854435,find+et unterricht
statt,5.8219856172657485,0.040741656387741826,0.03535350796768935,-0.04406761103069238,statt
unterricht statt,5.8219856172657485,0.040741656387741826,0.03535350796768935,-0.04406761103069238,unterricht statt
nach erst+en,6.933658830867454,0.04274424794915452,0.014930265112650864,-0.03811529887540806,nach erst+en
Berichten,4.2715395874581805,0.03611300648423087,0.07516767467416725,-0.05565560548400283,Berichten
erst+en bericht+en,4.2715395874581805,0.03611300648423087,0.07516767467416725,-0.05565560548400283,erst+en bericht+en
bericht+en geb+t,4.1611960492435855,0.03564220848410095,0.07877279012956373,-0.056701168953858135,bericht+en geb+t
größeren,4.055696954698677,0.035166095613174575,0.08235001541784447,-0.05773775621805853,größeren
geb+t groß+er+en,4.055696954698677,0.035166095613174575,0.08235001541784447,-0.05773775621805853,geb+t groß+er+en
groß+er+en schaden,4.063164407989539,0.035200678169814655,0.08209243853999035,-0.05766314782804698,groß+er+en schaden
hin+zu+füg+en umgebung,3.7562325753698924,0.033655315286095985,0.09327835802033399,-0.060898478610257926,hin+zu+füg+en umgebung
Ber…,3.0291140790438926,0.028595656829276152,0.12604952311684334,-0.0703115256190901,Ber…
erst+en ber…,3.0291140790438926,0.028595656829276152,0.12604952311684334,-0.0703115256190901,erst+en ber…
+1003,2.9927874782194834,0.028270725095381578,0.12798768006439734,-0.07086479686950417,+1003
ber… +1003,2.9927874782194834,0.028270725095381578,0.12798768006439734,-0.07086479686950417,ber… +1003
+1003 chars,2.9592894207646134,0.027963192895612336,0.12980613945929215,-0.0713835273765125,+1003 chars
auf italienisch+en,10.609298884882394,0.04435619030645117,-0.03155250317082853,-0.02293728860233292,auf italienisch+en
sizilien region,2.6585636886013813,0.024810204306755488,0.14763250011522144,-0.07644918012984564,sizilien region
region ätna,3.3452342504618855,0.031094329717485516,0.11052051944365625,-0.06586423534853593,region ätna
mehreren,6.830878229360515,-0.01051198439043029,0.07623072903445949,-0.019916229696834164,mehreren
ätna mehrere+n,2.6080848340774003,0.024200457947457288,0.15092315052943747,-0.07738034737809676,ätna mehrere+n
mehrere+n erdbeben,2.5903692771269284,0.023980117220299246,0.1521008400250934,-0.0777133022554304,mehrere+n erdbeben
erschüttert,5.726815677820165,0.04053308318465915,0.03735064833250142,-0.04464986964188621,erschüttert
erdbeben erschütter+t,4.156332100122457,0.03562083317133888,0.07893484666860984,-0.05674814828104745,erdbeben erschütter+t
worden,15.126815356202195,0.016155972873515657,0.030419858873717835,-0.02296153308872692,worden
erschütter+t werd+en,4.299811343556886,0.03622943727298951,0.07426534490249997,-0.05539377610516523,erschütter+t werd+en
heftigste,2.533186821908824,0.02324515538212588,0.15598662881242661,-0.07881076353156927,heftigste
der heftig+st+e,2.533186821908824,0.02324515538212588,0.15598662881242661,-0.07881076353156927,der heftig+st+e
heftig+st+e beben,2.5178886787549475,0.02304213905468725,0.1570487413425357,-0.0791104350496198,heftig+st+e beben
Angaben,15.83506453189481,-0.08545928722959756,0.21887312404669473,-0.024644100109595776,Angaben
beben angabe+n,2.493676011056628,0.02271507155418511,0.1587498693510159,-0.0795901339797747,beben angabe+n
nationalen,2.4777996371343947,0.02249669204481541,0.15987894198291416,-0.07990833713589544,nationalen
angabe+n national+en,2.4777996371343947,0.02249669204481541,0.15987894198291416,-0.07990833713589544,angabe+n national+en
Instituts,4.69577398993206,0.037702488311058574,0.06245423370127842,-0.05196214010160421,Instituts
national+en institut+s,4.69577398993206,0.037702488311058574,0.06245423370127842,-0.05196214010160421,national+en institut+s
institut+s geophysik,5.3772178810367945,0.03970091195602371,0.04510243940423951,-0.046909513855128676,institut+s geophysik
+858,2.4277233904394966,0.02178671949213366,0.16351322321612158,-0.08093158733835791,+858
geophysik +858,2.4277233904394966,0.02178671949213366,0.16351322321612158,-0.08093158733835791,geophysik +858
+858 char+s,2.4224935737315514,0.021710657506806463,0.16389933658589242,-0.08104021096394493,+858 char+s
Mehrere,14.144357708805062,0.028172646785953444,-0.06048617287513489,-0.0007389934469060279,Mehrere
ätna mehrere,4.725555774780553,0.03780262381469431,0.06162318264776364,-0.05172040875369097,ätna mehrere
mehrere erdbeben,9.261038504330065,0.04538064279637534,-0.016167267963799015,-0.029086525157329294,mehrere erdbeben
erschüttern,8.158387229210417,0.04431529512537208,-0.0029372974301246696,-0.032919610337652186,erschüttern
erdbeben erschütter+n,8.158387229210417,0.04431529512537208,-0.0029372974301246696,-0.032919610337652186,erdbeben erschütter+n
erschütter+n sizilien,7.261649513477974,0.04321659315120486,0.009746304927212488,-0.036606181697068044,erschütter+n sizilien
sizilien erdbeben,4.248248320207818,0.036015829868021064,0.07591747751339567,-0.055873136076588836,sizilien erdbeben
Stärke,5.504386451166409,0.04001637293312662,0.04220349567064506,-0.046064568167532176,Stärke
erdbeben stärke,3.2618123453873777,0.03048707390398874,0.11440218357089033,-0.06697822541875985,erdbeben stärke
"4,5",3.194550659752789,0.029971789378463575,0.11763981638711614,-0.06790621431254178,"4,5"
"stärke 4,5",3.194550659752789,0.029971789378463575,0.11763981638711614,-0.06790621431254178,"stärke 4,5"
trafen,3.159839635903145,0.029696329072627963,0.11935021070372866,-0.06839601947123418,trafen
"4,5 treff+en",3.159839635903145,0.029696329072627963,0.11935021070372866,-0.06839601947123418,"4,5 treff+en"
treff+en region,3.075643909804637,0.028999372148207095,0.1236167512441983,-0.06961648656110428,treff+en region
region catania,3.0291140790438926,0.028595656829276152,0.12604952311684334,-0.0703115256190901,region catania
Fuße,2.9646917293949886,0.02801331431382637,0.12951080866587972,-0.07129930640823746,Fuße
catania fuß+e,2.9646917293949886,0.02801331431382637,0.12951080866587972,-0.07129930640823746,catania fuß+e
fuß+e ätna,5.500609921101885,0.04000722409134005,0.042288236962624404,-0.046089269392565926,fuß+e ätna
bleiben,8.571281314885598,0.03990953731253438,0.016274048051117335,-0.036345610956581516,bleiben
schule+n bleib+en,6.241894151869895,0.041583713920208806,0.027052780908835863,-0.04164761898131126,schule+n bleib+en
vorsichtshalber,5.934301026369756,0.040978910134948116,0.03305398273540591,-0.043397181394112534,vorsichtshalber
bleib+en vorsichtshalber,5.020045931550301,0.03872497175374295,0.053784603920711514,-0.04943892585168115,bleib+en vorsichtshalber
vorsichtshalber ge+schließ+en,4.286707191818696,0.036175676775870635,0.07468252451473166,-0.055514835754722235,vorsichtshalber ge+schließ+en
weiterlesenCatania,6.811992084879566,0.013339118414590116,-0.008658269072779059,-0.006937102997567787,weiterlesenCatania
überspringenartikel weiterlesencatania,6.811992084879566,0.013339118414590116,-0.008658269072779059,-0.006937102997567787,überspringenartikel weiterlesencatania
weiterlesencatania seit,2.6060648629857646,0.024175504512610267,0.15105682378254176,-0.07741814727713484,weiterlesencatania seit
seit woche+n,4.049230694756336,0.0351360378136829,0.08257360870380759,-0.05780251715103818,seit woche+n
woche+n komm+t,2.582816832130268,0.023885146634028596,0.15260660830826273,-0.07785624380282478,woche+n komm+t
komm+t sizilien,2.5718346056611328,0.0237459254369411,0.15334605442328283,-0.07806517538983894,komm+t sizilien
sizilien ruhe,4.907619553585812,0.03838670636875082,0.05669879722235853,-0.05028740942593595,sizilien ruhe
ruhe mittwoch,2.5119967211990635,0.022963204607153332,0.1574604122638504,-0.07922655195033107,ruhe mittwoch
bebte,4.325282941340584,0.036332931472484606,0.07345960674437267,-0.0551599310487185,bebte
mittwoch beb+te,2.4991832761054065,0.022790092749787664,0.15836075092272406,-0.07948043614495122,mittwoch beb+te
beb+te erde,2.4765182923772278,0.0224789292613758,0.15997054457726656,-0.07993414683275833,beb+te erde
erde region,2.4616096895585113,0.022270721501186388,0.161041657191903,-0.08023586947487507,erde region
blieben,4.047798934527571,0.03512936831199673,0.08262318611897233,-0.057816876116687704,blieben
gesc…,2.4055005257384314,0.021460929579634334,0.16516270892442705,-0.08139551140821327,gesc…
vorsichtshalber gesc…,2.4055005257384314,0.021460929579634334,0.16516270892442705,-0.08139551140821327,vorsichtshalber gesc…
+1915,2.398834857368734,0.021361878849312833,0.1656619862113166,-0.08153587395005525,+1915
gesc… +1915,2.398834857368734,0.021361878849312833,0.1656619862113166,-0.08153587395005525,gesc… +1915
+1915 char+s,2.393265315958483,0.021278637803559947,0.16608078014702313,-0.0816535882212459,+1915 char+s
Epizentrum,7.424096259774944,0.04343509903215366,0.007295495074634305,-0.03589313421935857,Epizentrum
epizentrum vulkan,13.017969582739545,0.047714725252605436,-0.049004546214527135,-0.01965606075382578,epizentrum vulkan
ätna erdbeben,4.725555774780553,0.03780262381469431,0.06162318264776364,-0.05172040875369097,ätna erdbeben
sizilien mehrere,5.2694205507909295,0.03942101216608091,0.04763575971394653,-0.0476477586314714,sizilien mehrere
lassen,5.775603794838657,0.0018029195668077056,0.002658788585969137,-0.0022544921791052067,lassen
erdbeben lass+en,3.35119675779206,0.03113645250181962,0.11024852665147236,-0.06578612019234205,erdbeben lass+en
lass+en boden,3.231883364994082,0.030260729750133563,0.11583055617285029,-0.0673877665959028,lass+en boden
